RELIANCE,TCS,HINDUNILVR,HDFCBANK,HDFC,INFY,KOTAKBANK,BHARTIARTL,ITC,ICICIBANK,SBIN,ASIANPAINT,DMART,BAJFINANCE,MARUTI,HCLTECH,LT,WIPRO,AXISBANK,ULTRACEMCO,HDFCLIFE,COALINDIA,ONGC,SUNPHARMA,NTPC,POWERGRID,TITAN,DABUR,IOC,BAJAJFINSV,PIDILITIND,BPCL,HINDZINC,BRITANNIA,SBILIFE,SHREECEM,BAJAJ-AUTO,SBICARD,TECHM,GODREJCP,DIVISLAB,DRREDDY,ICICIPRULI,ADANIPORTS,ICICIGI,BERGEPAINT,HDFCAMC,GSKCONS,INDIGO,SIEMENS,EICHERMOT,MARICO,M&M,JSWSTEEL,MCDOWELL-N,GAIL,CIPLA,COLPAL,DLF,TORNTPHARM,PGHH,BANDHANBNK,BIOCON,HEROMOTOCO,GRASIM,AMBUJACEM,TATASTEEL,HAVELLS,PETRONET,INFRATEL,HINDPETRO,YESBANK,ALKEM,BOSCHLTD,CADILAHC,IGL,LUPIN,UPL,NAUKRI,LTI,BANKBARODA,MRF,MUTHOOTFIN,NMDC,INDUSINDBK,UBL,PFC,AUROPHARMA,VEDL,ADANIGREEN,WHIRLPOOL,HONAUT,TATAMOTORS,PNB,HINDALCO,GLAXO,3MINDIA,PEL,KANSAINER,ADANITRANS,Sensex
2583.1,3705.25,2163.51,1525.08,2478.02,1816.28,1773.46,766.75,258.62,749.8,515.08,3170.81,4193.03,7306.68,7681.01,1173.29,1826.66,583.33,787.27,6749.63,557.33,194.08,170.79,934.28,155.43,234.17,2480.98,551.57,124.92,16574.59,2520.04,383.22,336.37,3292.3,1107.17,24825.13,3795.07,860.01,1465.02,779.98,4427.3,4321.46,522.28,840.56,1393.47,730.91,2307.03,,1978.99,2475.06,2550.24,516.48,831.75,733.56,911.54,161.61,1045.65,1587.74,402.42,2743.16,14451.26,318.62,352.99,2355.12,1681.93,324.19,1360.25,1263.33,201.11,,289.53,15.55,3494.82,14982.11,,385.16,782.17,801.54,4798.1,6243.83,120.46,67448.29,1365.77,171.32,973.91,1571.77,122.94,703.64,430.91,2220.42,1664.56,40496.7,454.17,37.85,573.77,1629.19,21204.8,2343.83,463.61,2545.78,895.67
2602.86,3677.34,2179.48,1510.81,2452.67,1821.62,1772.61,762.21,263.51,751.07,516.11,3188.51,4163.11,7325.81,7586.29,1170.39,1828.52,584.19,794.74,6806.67,561.0,195.18,170.14,925.2,152.21,231.98,2490.54,555.34,125.97,16665.36,2519.63,383.45,337.43,3332.08,1138.99,25041.33,3796.21,853.18,1453.55,815.48,4478.26,4395.6,529.24,833.34,1381.7,732.53,2280.18,,2009.89,2507.84,2545.24,515.18,847.25,750.83,906.16,161.41,1012.13,1571.71,399.43,2778.11,14453.24,323.99,355.16,2353.05,1748.11,334.97,1368.69,1268.46,200.96,,293.33,15.63,3478.77,15017.84,,381.79,783.46,811.96,4835.47,6146.25,119.73,67375.54,1375.52,173.58,979.68,1588.78,122.3,701.09,429.9,2296.79,1664.55,41122.16,452.71,37.72,581.59,1616.4,21264.84,2335.98,462.82,2534.05,903.52
2606.45,3690.42,2160.95,1501.19,2436.66,1775.12,1789.16,761.44,269.3,760.61,518.25,3176.75,4181.01,7338.37,7546.25,1138.92,1794.09,573.04,789.28,6867.81,566.81,195.66,171.09,925.13,153.15,230.66,2492.73,554.2,128.53,16658.46,2474.53,388.0,345.69,3339.77,1141.61,25253.79,3791.19,850.07,1446.34,812.02,4486.71,4403.58,534.26,851.38,1363.53,734.5,2261.33,,2003.57,2501.23,2555.55,519.95,855.9,767.4,909.42,164.53,1020.07,1556.99,399.34,2811.68,14479.9,322.29,355.89,2341.01,1804.06,358.5,1368.12,1274.57,202.88,,302.61,15.36,3490.53,15034.91,,385.83,784.05,817.65,4879.82,6048.22,121.33,67776.22,1370.96,173.95,988.27,1587.7,121.12,702.36,436.02,2551.25,1703.84,40499.98,454.67,37.66,579.28,1650.52,21459.51,2332.24,466.77,2693.38,896.75
2571.18,3706.35,2138.76,1492.32,2423.08,1741.39,1796.34,747.78,265.72,759.11,510.3,3136.9,4114.8,7266.97,7619.12,1133.98,1744.41,560.87,788.94,6774.21,565.91,187.52,169.67,920.0,152.36,230.99,2474.98,553.39,126.78,16340.73,2401.35,380.86,340.79,3338.76,1137.66,25149.85,3715.97,841.73,1422.88,807.95,4483.9,4360.87,533.59,848.19,1353.59,722.89,2229.65,,1945.72,2466.95,2519.56,517.93,854.47,751.04,902.86,167.09,1022.52,1550.65,394.89,2825.43,14474.76,327.04,346.3,2302.65,1771.53,362.27,1315.64,1259.07,201.5,,291.19,14.72,3464.53,14676.98,,378.65,775.09,808.06,4779.23,5901.28,119.42,67216.12,1348.19,170.08,976.87,1550.29,118.47,684.05,420.61,2832.45,1683.69,39872.69,439.2,36.71,547.05,1646.3,21285.02,2272.13,469.22,2802.71,906.79
2565.29,3673.55,2147.26,1477.78,2399.07,1747.21,1796.58,746.35,267.07,766.95,517.08,3084.45,4094.21,7335.33,7551.81,1132.33,1759.24,559.96,797.59,6742.16,565.08,188.45,173.74,933.3,153.93,231.0,2465.68,555.17,128.06,16238.78,2377.59,380.48,352.52,3360.09,1147.1,25359.55,3699.71,838.4,1415.41,798.96,4477.83,4312.9,540.86,844.86,1355.43,723.23,2211.48,,1915.86,2466.32,2513.77,518.6,868.84,769.22,901.67,168.49,1020.4,1535.1,394.7,2847.97,14545.18,330.4,351.84,2284.0,1758.76,368.02,1328.33,1265.55,202.7,,291.92,14.62,3448.04,14587.14,,386.52,772.34,824.94,4762.31,5962.1,120.33,67688.01,1343.77,168.88,990.55,1538.02,118.25,685.4,425.46,2861.27,1678.92,39960.94,434.93,36.86,547.69,1643.72,21274.2,2286.82,467.47,2710.39,901.28
2538.38,3548.77,2169.78,1408.02,2282.57,1625.94,1746.44,728.67,269.67,756.1,509.48,3032.74,4049.12,7280.89,7500.98,1098.11,1728.99,540.77,787.22,6641.73,569.8,188.62,177.06,928.15,160.94,229.93,2461.41,559.21,127.87,15798.49,2357.75,373.64,345.89,3339.6,1169.19,25292.83,3716.87,813.22,1343.01,796.65,4529.75,4275.39,551.59,833.04,1357.77,717.37,2196.72,,1860.03,2428.18,2485.38,519.47,871.04,767.63,887.57,168.75,1021.6,1536.76,385.24,2860.5,14408.61,321.4,342.17,2268.48,1741.66,366.36,1343.07,1280.03,203.56,,284.85,14.12,3424.89,14462.66,,392.77,772.04,802.61,4665.22,5920.31,115.02,66841.87,1310.0,167.9,974.17,1509.1,118.03,673.88,424.98,2893.44,1641.81,40021.29,429.12,36.06,543.64,1638.0,21206.53,2230.86,464.67,2667.81,885.1
2628.35,3508.54,2160.01,1361.49,2179.3,1589.69,1732.99,728.28,267.74,769.6,515.99,3020.76,4048.22,7342.6,7565.19,1090.34,1723.92,536.67,807.64,6673.53,561.63,198.78,178.28,929.86,163.78,230.78,2493.73,560.74,131.14,15842.2,2355.2,379.42,346.55,3334.04,1156.9,25410.36,3717.0,802.15,1324.55,793.72,4478.58,4253.76,531.64,836.8,1359.87,716.62,2148.17,,1895.3,2419.44,2525.67,514.72,880.55,773.7,881.94,171.83,1016.18,1530.09,385.81,2877.28,14581.31,328.58,342.38,2297.81,1744.68,359.32,1350.88,1290.71,205.52,,293.37,13.93,3446.99,14458.86,,391.88,772.36,815.05,4695.87,5641.64,115.29,67003.93,1317.0,171.9,979.62,1498.04,120.26,667.94,431.97,2979.34,1611.5,40259.28,433.28,36.16,549.32,1638.65,21478.4,2243.21,474.56,2684.1,873.11
2710.69,3546.74,2149.05,1349.57,2168.09,1583.99,1704.7,738.03,260.75,760.35,510.2,3050.13,4031.97,7100.51,7630.03,1081.25,1685.86,536.75,795.91,6750.86,552.06,201.17,175.84,923.52,161.04,226.26,2480.47,551.24,133.05,15590.4,2360.59,386.59,346.65,3311.14,1127.01,25525.72,3704.86,796.03,1309.92,796.92,4443.22,4291.63,522.2,827.5,1360.2,715.12,2107.76,,1887.88,2369.91,2533.36,507.84,883.0,745.84,864.07,165.69,1006.0,1516.29,378.35,2880.45,14450.22,324.7,348.74,2281.84,1740.34,367.31,1318.65,1289.21,204.1,,299.26,13.92,3380.24,14343.52,,381.02,785.92,817.43,4657.12,5224.0,112.99,67612.11,1311.91,170.18,968.33,1484.45,118.13,670.57,423.25,2883.18,1615.08,40153.98,436.45,35.77,544.18,1649.96,20921.26,2228.23,471.43,2700.69,860.76
2773.48,3619.23,2190.94,1363.26,2212.18,1615.82,1747.16,738.7,261.61,759.27,515.24,3150.18,4052.3,7123.97,7797.04,1094.44,1715.39,539.84,797.76,6852.76,566.78,205.72,174.51,937.51,161.77,226.59,2507.76,557.7,134.56,15807.34,2401.53,395.26,349.17,3345.97,1141.12,25925.64,3708.16,794.22,1310.02,799.38,4517.59,4326.53,534.16,845.67,1389.45,717.9,2092.94,,1922.86,2380.09,2616.43,517.91,901.35,733.14,871.99,162.63,1002.68,1544.52,385.95,2840.56,14269.05,332.97,368.14,2303.47,1751.79,379.2,1301.15,1312.04,209.38,,301.38,14.12,3410.87,14554.44,,379.21,781.54,827.31,4627.2,5078.11,113.72,68938.17,1332.12,169.07,987.76,1483.26,118.85,673.37,423.71,2806.75,1635.29,40402.55,445.15,35.92,540.67,1631.51,21101.91,2237.84,475.59,2701.6,846.69
2768.55,3602.06,2152.13,1360.9,2216.23,1596.27,1732.34,737.19,260.66,751.55,505.07,3151.4,4020.48,7136.55,7925.54,1113.66,1701.8,537.06,785.24,6761.0,557.4,205.59,174.72,929.54,161.43,226.33,2507.85,560.03,134.77,15559.94,2417.25,394.28,348.22,3354.16,1132.68,25850.64,3651.81,817.86,1309.42,796.53,4481.18,4213.48,526.68,876.01,1328.31,716.1,2060.79,,1926.92,2358.01,2615.68,515.17,912.33,728.8,874.75,164.44,973.65,1601.28,382.86,2749.31,14345.12,334.36,378.67,2293.48,1730.52,375.79,1291.07,1318.17,208.01,,299.74,14.03,3391.39,14542.45,,379.62,760.66,818.44,4641.37,5135.12,112.32,69135.07,1324.12,168.3,970.69,1529.65,118.87,674.7,419.88,2880.84,1646.06,40900.92,442.67,35.72,518.72,1607.69,20522.03,2203.15,472.87,2662.55,851.52
2711.2,3557.8,2100.97,1352.5,2195.78,1561.35,1719.89,736.43,255.29,755.81,495.06,3125.39,3993.49,7007.71,7939.42,1089.22,1663.24,527.62,782.02,6625.98,541.72,192.41,170.3,905.94,157.08,223.38,2463.38,553.75,129.19,15280.06,2406.29,373.57,327.37,3270.43,1101.31,25717.33,3684.09,800.88,1272.38,761.44,4414.6,4109.72,511.69,863.77,1298.87,710.58,2003.36,,1874.79,2277.0,2622.63,513.28,917.24,708.23,850.12,158.97,953.98,1608.81,366.55,2734.59,14120.08,331.46,378.65,2301.54,1693.06,381.63,1233.13,1301.15,202.33,,292.16,13.77,3320.41,14188.69,,370.31,731.68,799.35,4536.48,4906.53,110.95,68933.63,1272.38,159.82,945.63,1530.62,116.35,648.54,403.1,2825.09,1621.84,40485.19,428.81,35.0,498.94,1589.77,20280.76,2130.24,465.85,2649.82,824.74
2744.48,3550.67,2140.51,1371.84,2225.72,1582.67,1740.44,750.75,258.6,757.66,504.31,3124.7,4029.1,7185.56,7941.16,1097.25,1679.52,532.42,785.54,6653.96,546.85,190.57,167.48,916.94,157.13,229.23,2508.0,557.49,128.91,15428.78,2426.72,372.52,320.82,3368.01,1093.99,26162.91,3833.67,814.0,1274.23,788.0,4497.14,4161.0,524.85,895.03,1316.75,718.31,2027.2,,1870.43,2282.43,2646.64,528.04,935.55,719.66,866.4,156.75,973.68,1622.41,373.54,2729.24,14022.27,339.24,382.54,2379.76,1713.11,385.18,1233.12,1314.19,202.35,,291.51,13.79,3312.19,14461.15,,378.14,752.47,813.04,4550.45,4839.92,114.17,70635.41,1290.91,160.09,976.58,1561.22,117.87,639.96,408.12,2919.96,1624.45,41238.18,434.74,35.44,493.55,1589.98,20100.09,2203.91,470.6,2753.17,832.48
2794.98,3540.41,2134.16,1370.67,2221.88,1557.11,1742.2,753.6,257.23,739.22,496.78,3132.94,3992.39,6844.72,7792.56,1084.88,1681.36,518.85,762.55,6563.49,547.19,188.17,165.6,910.09,156.89,229.84,2503.3,555.42,126.45,14937.01,2411.1,366.61,317.32,3348.48,1073.93,25696.78,3888.56,824.87,1260.18,790.22,4478.23,4094.85,515.66,903.22,1319.66,713.09,2079.52,,1805.74,2257.73,2642.0,529.23,931.23,720.44,864.31,155.56,973.02,1629.68,374.1,2707.1,13965.39,333.18,378.75,2463.31,1692.99,382.6,1231.77,1332.6,204.93,,283.8,13.6,3301.22,14379.93,,376.71,746.06,798.53,4518.64,4780.5,114.56,71658.46,1256.99,160.43,973.97,1538.77,118.84,630.92,410.53,2872.64,1612.64,40994.47,428.93,35.33,485.32,1589.79,19986.52,2177.16,467.05,2773.11,822.29
2823.91,3574.03,2220.34,1369.11,2224.29,1581.64,1758.09,748.48,260.79,743.82,503.04,3234.3,4029.9,6695.99,7880.3,1086.95,1713.78,521.29,774.57,6596.67,559.23,189.14,164.54,918.87,157.82,233.21,2506.87,568.33,129.04,14953.85,2442.06,368.15,319.38,3338.54,1101.46,25796.13,3853.56,838.43,1267.13,791.35,4574.49,4116.81,528.62,887.74,1343.17,727.51,2061.17,,1837.99,2276.78,2682.73,537.96,925.42,728.94,862.5,157.76,982.98,1649.66,376.36,2764.91,14282.7,335.41,379.22,2516.97,1705.84,384.68,1255.22,1322.69,207.07,,281.21,13.59,3288.87,14393.48,,374.17,746.93,819.27,4600.62,4880.91,115.74,72110.88,1262.71,161.84,982.47,1548.42,118.61,633.22,411.05,2896.53,1623.85,40979.2,434.39,35.3,483.96,1592.43,20001.94,2132.41,470.04,2776.19,847.54
2817.63,3576.78,2256.46,1390.53,2249.59,1576.89,1795.1,748.63,260.72,751.78,503.59,3252.57,4001.17,6740.16,7823.78,1088.78,1710.46,514.09,742.31,6656.33,586.04,186.05,162.9,941.59,158.97,230.82,2489.52,564.01,128.05,15097.18,2440.1,365.64,320.9,3313.03,1102.85,26082.57,3770.98,833.97,1262.46,792.92,4543.93,4192.53,530.34,869.57,1294.82,724.25,2060.82,,1868.7,2278.28,2663.62,528.61,930.12,733.38,871.71,159.71,984.43,1657.13,378.43,2810.7,14164.56,338.13,373.32,2516.33,1713.0,377.76,1279.58,1313.27,204.71,,275.34,13.76,3274.47,14623.26,,357.67,755.98,825.4,4770.85,4902.49,115.26,72723.52,1271.71,162.22,995.33,1595.96,118.96,638.98,412.34,2919.09,1632.18,40390.32,442.23,35.36,488.77,1577.93,20004.82,2199.94,469.86,2834.54,907.54
2783.29,3520.91,2233.35,1390.41,2249.42,1538.24,1763.99,738.1,261.53,738.77,487.35,3184.18,3935.93,6597.27,7652.73,1068.71,1667.92,498.28,728.32,6657.34,579.43,185.06,157.1,916.01,156.82,229.57,2399.28,554.61,125.68,14823.75,2414.39,364.31,320.95,3245.35,1076.43,26032.21,3640.36,819.94,1231.51,774.43,4522.73,4101.62,521.08,855.02,1268.41,711.84,2025.13,,1851.82,2238.94,2558.21,519.42,922.25,722.68,844.57,157.82,980.26,1646.58,367.89,2781.9,13903.41,334.58,372.65,2482.3,1673.76,376.7,1278.27,1292.75,207.33,,270.51,13.97,3282.15,14391.52,,351.01,742.35,829.02,4561.72,4706.81,112.23,72389.78,1263.22,159.52,1011.08,1560.88,116.6,642.9,404.12,2837.66,1640.83,40080.48,433.17,34.92,477.72,1555.51,19895.57,2130.89,465.32,2761.02,903.94
2728.03,3511.35,2184.05,1376.57,2242.4,1548.21,1791.1,727.65,263.04,734.19,487.2,3135.3,3908.79,6469.87,7571.47,1055.35,1651.18,496.12,719.41,6603.61,573.01,188.57,161.42,903.02,159.35,236.99,2327.57,544.54,126.97,14576.01,2332.74,365.29,319.02,3418.82,1079.19,25627.02,3547.24,798.41,1220.98,764.36,4404.94,4016.08,510.16,828.69,1283.02,697.13,2006.11,,1823.06,2216.56,2501.68,522.91,907.18,722.47,839.02,158.11,957.23,1628.76,358.29,2712.03,13576.32,330.66,370.31,2453.07,1649.57,371.77,1289.6,1263.96,212.52,,273.52,13.68,3206.84,14284.17,,344.73,734.14,834.2,4293.04,4743.12,111.7,72321.61,1273.2,158.89,1009.53,1510.83,115.63,631.09,400.25,2688.78,1637.79,39730.57,430.75,34.9,470.36,1540.55,19361.85,2069.02,462.45,2774.99,865.8
2677.81,3511.1,2175.18,1362.2,2228.94,1581.05,1806.37,724.4,263.04,734.16,487.16,3101.03,3888.6,6396.77,7460.57,1065.38,1650.68,499.05,711.9,6449.67,570.98,189.2,166.32,899.57,159.21,237.16,2270.07,530.32,126.89,14375.9,2316.34,364.99,315.34,3335.2,1097.19,25459.21,3552.3,797.05,1255.64,769.92,4393.24,4008.56,517.98,820.37,1301.09,693.69,1978.87,,1797.21,2309.29,2474.39,520.82,912.14,717.37,830.15,162.0,956.8,1594.0,345.11,2697.38,13498.07,327.33,365.89,2503.68,1625.24,370.5,1297.73,1256.75,216.64,,273.4,13.58,3213.98,14273.0,,350.84,733.8,829.67,4141.83,4784.32,108.28,71766.34,1237.88,158.73,958.66,1496.3,114.24,632.46,404.78,2807.83,1632.22,39544.36,429.48,34.54,468.17,1541.83,18786.92,2055.22,454.1,2777.88,849.97
2619.88,3444.54,2146.43,1321.98,2160.17,1543.57,1776.45,715.4,264.96,716.39,478.71,3029.39,3735.33,6051.04,7279.51,1045.61,1620.55,484.25,677.37,6212.61,566.33,185.5,164.59,876.82,158.73,235.14,2214.31,518.1,125.07,13669.32,2251.19,357.06,304.41,3277.86,1061.42,24306.06,3509.87,761.2,1267.8,758.61,4189.06,3919.93,509.82,806.18,1285.28,673.86,1959.14,,1748.79,2242.31,2383.59,507.39,901.24,689.04,813.79,159.68,934.77,1580.21,331.53,2657.99,13471.57,317.74,353.36,2549.56,1570.84,366.85,1263.22,1237.01,214.83,,267.71,13.19,3110.11,13915.52,,346.76,720.98,790.77,3868.14,4599.97,104.01,69974.52,1207.37,153.75,914.54,1477.03,112.14,612.24,362.92,2854.8,1596.85,39382.49,410.67,33.78,445.02,1540.57,18246.71,1976.13,449.8,2793.34,819.15
2540.75,3410.95,2121.18,1305.53,2148.8,1565.89,1765.36,713.62,263.34,712.39,477.81,2994.14,3530.54,6002.3,7270.37,1066.84,1613.07,483.71,661.6,6199.42,564.46,183.57,165.27,881.64,158.19,241.95,2188.42,508.19,123.41,13767.26,2207.74,353.88,308.06,3282.11,1064.7,23867.89,3544.92,745.83,1252.24,756.67,4204.7,3906.41,506.21,795.05,1270.71,664.57,1938.58,,1709.63,2184.24,2338.55,494.66,887.1,676.15,801.55,157.12,935.14,1582.95,328.18,2607.03,13595.72,313.13,343.83,2517.37,1546.83,364.78,1258.06,1212.06,215.96,,266.88,13.01,3098.05,13642.17,,351.38,727.99,788.92,3816.24,4558.0,103.07,68896.8,1193.61,148.52,890.89,1457.13,111.67,614.01,352.74,2749.47,1594.65,39078.3,401.34,33.41,440.58,1521.99,18434.59,1954.58,445.27,2725.03,793.36
2495.14,3448.48,2172.27,1334.92,2200.26,1558.97,1790.04,722.26,263.62,711.23,477.99,3081.2,3444.79,5986.48,7503.14,1077.02,1615.1,480.28,663.29,6367.8,565.44,175.63,157.8,862.18,158.79,245.68,2151.39,503.87,123.59,13770.68,2210.81,354.4,302.91,3268.66,1081.09,24351.47,3610.3,768.19,1254.2,777.44,4281.31,3916.33,505.51,783.4,1277.13,680.42,1936.42,,1716.73,2272.1,2409.2,498.33,897.08,661.23,805.13,151.21,927.01,1590.91,326.08,2595.92,13618.09,314.26,334.52,2491.11,1555.0,365.78,1196.85,1222.85,217.08,,271.44,13.04,2996.72,13694.45,,352.29,725.96,790.4,3746.63,4407.73,102.89,69437.83,1179.5,144.38,907.35,1470.65,111.37,609.74,341.65,2565.99,1561.76,38702.9,399.69,33.57,431.62,1507.79,18280.68,1924.96,434.69,2547.86,780.05
2454.29,3411.67,2141.85,1343.69,2210.76,1525.18,1808.07,724.65,255.9,714.34,471.45,3031.19,3359.59,5836.68,7426.96,1063.1,1575.96,470.86,664.42,6322.62,566.9,169.8,156.93,858.1,153.25,242.5,2114.07,502.14,121.48,13437.73,2178.69,350.34,294.49,3241.87,1089.94,23654.2,3589.43,748.56,1232.74,775.6,4283.79,3895.63,506.76,765.89,1283.41,665.98,1875.53,,1679.53,2296.0,2398.62,500.07,885.82,645.16,808.48,151.05,926.67,1574.37,321.43,2563.81,13485.85,310.93,332.64,2451.36,1534.71,358.11,1156.89,1221.02,213.07,,266.45,12.85,2945.62,13325.99,,356.67,717.06,797.39,3741.94,4240.08,99.94,68499.62,1152.25,142.49,910.14,1453.5,108.62,588.48,328.1,2598.68,1568.85,38441.66,386.07,33.01,421.72,1495.97,17888.57,1866.75,412.69,2393.06,729.06
2400.6,3415.9,2136.05,1307.63,2169.88,1514.29,1776.47,709.05,251.92,701.29,462.77,3039.28,3287.8,5593.5,7266.95,1061.79,1529.96,470.53,653.02,6155.18,549.68,166.78,157.27,848.39,149.83,235.36,2054.07,499.52,121.27,12930.19,2132.69,340.73,288.95,3200.46,1062.71,22903.46,3583.21,735.11,1217.94,772.51,4210.15,3856.96,495.3,721.97,1254.15,661.32,1855.13,,1636.98,2274.4,2369.35,495.04,861.6,630.66,792.84,149.75,924.27,1558.94,320.56,2515.04,13430.64,307.25,328.39,2401.14,1485.26,362.67,1123.94,1210.85,208.43,,262.14,12.61,2952.51,13092.31,,344.32,696.3,769.45,3576.5,4174.92,97.68,67539.4,1117.01,138.56,877.53,1446.49,105.95,574.6,315.74,2524.01,1549.16,37465.69,373.27,29.46,402.91,1476.51,17825.71,1805.3,401.59,2215.28,723.21
2451.67,3409.83,2195.77,1301.55,2160.08,1516.02,1778.76,696.81,258.72,689.67,461.88,3077.04,3283.7,5642.07,7225.46,1064.35,1547.2,472.26,647.23,6212.7,555.76,171.07,155.97,880.38,145.62,236.17,2113.06,505.58,123.52,12916.6,2143.2,341.33,288.61,3290.97,1057.06,22712.9,3676.73,736.36,1216.21,812.21,4306.12,3943.27,493.57,719.79,1286.62,663.72,1806.81,,1660.16,2282.52,2445.37,507.22,892.95,618.05,831.8,150.42,932.44,1599.98,326.81,2595.7,13462.26,322.65,330.58,2467.42,1493.31,361.8,1121.87,1236.74,209.51,,262.36,12.63,2978.97,13291.3,,369.97,700.53,787.76,3542.59,4172.24,97.45,71617.74,1129.74,138.61,882.45,1467.35,106.39,568.89,304.96,2312.42,1576.97,35039.24,404.94,29.47,398.04,1484.53,18021.14,1839.59,399.4,2230.34,718.93
2444.28,3399.01,2205.86,1301.12,2164.73,1491.82,1806.37,690.37,255.88,684.29,454.93,3020.48,3467.52,5620.7,7253.43,1048.66,1549.72,468.95,641.1,6044.19,550.45,171.49,154.2,887.07,146.52,234.85,2122.33,499.33,122.24,12648.08,2111.3,336.34,282.87,3287.95,1043.62,22027.91,3705.96,719.35,1192.45,791.92,4254.2,3882.49,499.78,716.89,1299.28,640.02,1775.47,,1648.66,2303.46,2577.58,499.46,902.24,613.04,811.69,150.06,935.4,1592.46,326.36,2587.55,13321.83,334.37,320.01,2491.16,1463.26,369.03,1113.49,1237.16,209.6,,256.14,12.64,2900.23,13207.16,,375.42,684.01,798.21,3563.59,4102.46,98.42,72467.62,1132.77,137.82,887.72,1450.27,105.58,550.94,290.51,2280.99,1545.17,32634.01,403.53,29.56,392.35,1508.21,17988.03,1863.9,402.39,2218.97,711.86
2501.03,3410.54,2251.76,1309.07,2183.26,1508.46,1834.57,702.51,262.07,703.33,462.65,3004.2,3574.57,5767.26,7451.5,1072.2,1586.35,478.33,650.65,6042.05,549.78,180.9,160.85,887.18,149.01,236.07,2146.4,500.64,123.17,12824.41,2145.54,340.16,292.23,3351.26,1055.74,22036.84,3761.34,728.11,1193.16,810.56,4243.24,3900.65,499.67,730.93,1297.41,636.15,1780.11,,1655.83,2319.75,2679.5,501.28,906.61,630.37,824.08,153.5,927.05,1575.32,329.26,2577.01,13274.36,342.42,325.88,2523.48,1473.63,368.34,1159.41,1247.66,211.18,,254.22,13.1,2895.86,13463.5,,379.83,683.45,810.82,3569.16,4224.25,101.21,73521.05,1168.07,142.3,898.63,1478.87,107.92,540.31,311.81,2277.45,1547.49,32425.48,416.7,29.77,421.66,1529.64,18309.59,1940.14,405.38,2297.84,734.78
2535.87,3467.64,2275.79,1321.44,2195.14,1525.79,1853.72,703.54,265.52,711.44,463.11,3092.5,3719.59,5869.06,7580.72,1085.73,1594.68,487.64,662.79,6210.39,552.32,185.32,162.83,902.21,149.11,230.87,2178.46,510.18,119.45,12862.76,2158.47,336.79,293.79,3400.47,1074.14,22310.72,3797.34,742.05,1191.87,829.44,4356.01,3935.82,507.44,758.16,1290.77,642.16,1794.09,,1727.43,2332.94,2719.42,518.84,914.35,636.07,840.88,154.29,953.62,1591.56,332.83,2619.18,13079.77,337.4,342.02,2538.18,1491.67,364.08,1188.16,1252.63,220.69,,245.77,13.68,2941.5,14124.04,,389.44,689.54,818.25,3623.92,4289.04,100.89,74385.68,1186.51,142.62,907.92,1495.89,109.6,552.68,319.64,2387.49,1568.4,32697.14,420.04,29.89,431.57,1530.94,18509.35,1992.02,401.79,2374.85,758.99
2494.14,3300.3,2267.29,1286.32,2138.58,1437.53,1801.83,681.96,274.44,692.41,447.36,3044.2,3584.54,5695.41,7433.1,1023.73,1549.28,457.27,650.68,6114.14,533.22,181.91,159.98,887.77,146.84,224.42,2130.83,494.27,116.34,12362.71,2101.26,326.12,286.13,3347.62,1059.35,22149.93,3727.91,723.21,1115.25,801.62,4245.98,3934.6,498.49,737.44,1252.83,627.51,1717.4,,1663.52,2296.08,2689.0,513.14,896.82,603.49,803.0,151.99,943.51,1575.26,318.78,2577.75,12907.06,315.91,327.88,2526.77,1457.49,362.7,1131.89,1211.53,220.73,,240.08,13.57,2919.79,13589.3,,370.71,633.57,809.06,3453.21,4012.84,96.24,73674.57,1158.01,139.34,870.01,1454.57,107.61,534.65,304.07,2316.01,1547.36,32032.22,401.61,29.04,418.6,1522.55,18021.23,1896.84,398.33,2275.59,728.82
2569.3,3291.06,2329.55,1311.98,2190.46,1456.73,1825.19,686.98,280.22,705.43,460.64,3108.79,3660.4,5772.86,7588.43,1027.27,1599.45,458.53,669.22,6121.69,542.22,185.58,161.84,910.45,149.54,229.56,2137.78,503.44,117.16,12572.56,2119.59,332.92,292.97,3426.75,1073.04,22107.63,3803.88,737.37,1127.14,766.56,4286.82,4205.23,513.52,761.55,1252.29,631.4,1714.26,,1669.64,2359.75,2694.28,525.67,903.92,627.79,801.59,156.08,973.13,1591.91,331.29,2639.8,13092.84,317.1,336.89,2588.69,1496.91,364.5,1160.8,1241.61,226.48,,242.18,13.98,2984.22,13919.04,,374.77,638.07,812.11,3451.16,4032.01,99.14,74365.63,1159.85,144.63,892.6,1480.89,108.83,547.43,314.63,2308.71,1542.21,31723.74,417.51,29.86,427.77,1539.48,17996.93,1921.31,399.52,2321.9,732.2
